,meteo_temp_max,meteo_temp_min,meteo_temp_mean,meteo_temp_max-min,meteo_pressure_max,meteo_pressure_min,meteo_pressure_mean,meteo_pressure_max-min,meteo_relhum_max,meteo_relhum_min,meteo_relhum_mean,meteo_relhum_max-min,meteo_wind_speed,meteo_precipitation,prtcl_elem_carbon_inPM10,prtcl_org_carbon_inPM10,prtcl_tot_carbon_inPM10,prtcl_sec_org_carbon_inOC,prtcl_elem_carbon_unit,prtcl_org_carbon_unit,prtcl_org_by_elem_carbon,prtcl_pm10_unit,prtcl_sec_carbon_unit,prtcl_tot_carbon_unit,no2,weekdays,weeknum,months,year,season,meteo_wind_direction_numerical
05-12-11,16.1,6.4,10.6,9.7,996.3,986.6,989.9,9.7,89,63,75,26,1.6,11.4,15.7858418,20.09235762,35.87818393,81.34694189,2.178201342,2.772433735,1.272808753,13.79844908,14.83381166,4.950632941,36.40242449,0,50,12,2011,0,0
06-12-11,7.5,-0.2,2.7,7.7,999.7,997.5,998.5,2.2,91,68,80,23,0.2,0,7.511009659,35.25308728,42.76409696,72.88158406,3.307406389,15.52338386,4.693521761,44.03411178,11.31368806,18.83079026,42.53651338,1,50,12,2011,0,157.5
07-12-11,6.8,-1.5,4,8.3,999.8,993.9,997.2,5.9,97,66,83,31,0.6,0,6.148112128,31.83200428,37.98009556,75.41665657,5.029747179,26.04164179,5.177525005,81.80962016,19.63973555,31.07137192,83.74266667,2,50,12,2011,0,0
08-12-11,12.7,0.6,4.8,12.1,1010.1,1002.3,1006.5,7.8,80,25,60,55,2,0,10.60348271,31.48477123,42.08825396,57.13417922,4.058007404,12.04938399,2.969285855,38.27051465,6.884316641,16.1073914,43.13596194,3,50,12,2011,0,22.5
09-12-11,12.1,-2.2,7.4,14.3,1006.2,1001.7,1003.4,4.5,90,61,76,29,0.9,0,5.652156668,27.85478959,33.50693913,74.17279187,2.266425401,11.16932993,4.928170117,40.09841789,8.284603844,13.43575248,42.2460971,4,50,12,2011,0,45
19-12-11,3.6,-2.1,2.4,5.7,1001.6,998.8,999.8,2.8,84,69,75,15,3.7,1.2,3.953658468,8.111994716,12.0656485,37.96530592,1.701294508,3.49066369,2.051769211,43.03089205,1.325241148,5.191956182,50.42488849,0,52,12,2011,0,112.5
20-12-11,3.7,-2.8,-1,6.5,1001.6,998.4,999.5,3.2,90,60,78,30,0.5,0,7.580165864,28.98007498,36.56024086,66.70781055,3.356889429,12.83387581,3.823145231,44.28517119,8.561197564,16.19076525,65.46011844,1,52,12,2011,0,67.5
21-12-11,3.3,-6.4,-0.5,9.7,1001.7,1000,1000.9,1.7,95,62,83,33,0.6,0,6.495290231,33.3301194,39.82540183,65.92624565,4.603708647,23.62360316,5.131428806,70.87764338,15.57415465,28.22730628,94.95957431,2,52,12,2011,0,135
22-12-11,6.1,-3.9,1.1,10,1008.8,1005.5,1007.1,3.3,94,57,80,37,0.9,0,9.291609723,28.6148407,37.90645457,43.22489799,5.818464755,17.91879416,3.079642985,62.62063225,7.745380499,23.73726152,61.73476461,3,52,12,2011,0,135
23-12-11,5.9,0.1,2.2,5.8,1010.2,1007.8,1009.2,2.4,91,58,79,33,0.2,0,1.646687867,34.02548532,35.67217424,91.53815135,0.817991902,16.90215371,20.66298416,49.67498201,15.47191904,17.72014613,65.29311042,4,52,12,2011,0,45
02-01-12,12.5,-2.3,7.5,14.8,1004.6,1002,1002.9,2.6,85,65,78,20,1.5,5.3,10.07409868,31.61943851,41.69354406,35.37491553,3.166387137,9.938296871,3.138686598,31.43097202,3.515664123,13.10468617,46.25422424,0,2,1,2012,0,225
03-01-12,9.1,6.2,8,2.9,1010.6,1007.9,1009.3,2.7,91,81,85,10,0.3,1.3,8.696736738,26.74741269,35.4441431,34.04866033,2.988934575,9.192674101,3.075568859,34.36846101,3.12998238,12.1816065,5.837574989,1,2,1,2012,0,0
04-01-12,12.4,5.5,7.2,6.9,1004.3,999.6,1001.7,4.7,96,64,83,32,0.7,0.5,11.04206262,26.6810215,37.72308412,16.05461414,2.656591358,6.419142289,2.416307751,24.05883256,1.030568526,9.075733646,52.49074886,2,2,1,2012,0,315
05-01-12,8.7,2.2,6.8,6.5,998,980.9,987.9,17.1,95,54,77,41,1,0,9.567623229,31.53875567,41.10637418,38.46692956,2.175824988,7.172399148,3.296404438,22.74154131,2.759001728,9.348223064,47.73332,3,2,1,2012,0,270
06-01-12,9.4,0,5.5,9.4,996.9,983.1,989.3,13.8,86,42,57,44,1.9,0,11.00892135,31.64598566,42.65490465,29.46778824,3.091782792,8.696898692,2.923409283,27.46583068,2.425591822,11.78868095,45.05262499,4,2,1,2012,0,0
09-01-12,9.5,0.5,5.3,9,1011.5,1005.2,1008.1,6.3,79,45,63,34,1,0,12.45021948,31.75321565,44.20343513,20.46864693,4.007740595,10.22139824,2.550414128,32.19012004,2.092181916,14.22913883,42.37192997,0,3,1,2012,0,22.5
10-01-12,10.2,1.3,3.2,8.9,1016,1008.9,1011.8,7.1,85,64,78,21,0.4,0.7,11.20160654,28.54858105,39.75018759,20.41249994,3.245631419,8.271864512,2.548614875,28.97469579,1.688494339,11.51749593,53.87157113,1,3,1,2012,0,45
11-01-12,8.6,-1.9,1.6,10.5,1016.9,1016.1,1016.4,0.8,91,54,79,37,0.7,0,10.37897284,27.924714,38.30368685,24.60983074,5.265030186,14.16560814,2.690508437,50.72785396,3.486132187,19.43063832,46.61962887,2,3,1,2012,0,247.5
12-01-12,9.5,-3.8,1,13.3,1016.1,1005.5,1010.9,10.6,95,56,81,39,0.2,0,8.252303346,23.94030881,32.19260884,30.08111205,5.325989148,15.45093771,2.901045661,64.53942523,4.647813884,20.77692471,54.2107275,3,3,1,2012,0,270
13-01-12,8.2,-1.8,2.4,10,1003.1,1002.1,1002.7,1,87,64,77,23,1.1,0,4.594597982,31.35903368,35.95363166,70.28101843,2.049489763,13.98817018,6.825196415,44.60650901,9.831028465,16.03765995,52.61497095,4,3,1,2012,0,22.5
16-01-12,3.9,-6.7,-2.8,10.6,1010.8,1009,1009.7,1.8,87,41,68,46,0.3,0,7.820068385,32.77485154,40.59491992,51.60294955,3.808362867,15.96130896,4.191120835,48.69986654,8.23650621,19.76967183,52.61497095,0,4,1,2012,0,135
17-01-12,7,-5.3,1.6,12.3,1011.7,1008.3,1010.1,3.4,74,42,63,32,1.7,0,7.69459624,33.70214402,41.39674707,53.68972259,7.227987006,31.65840694,4.379975631,93.9358841,16.99731087,38.88640035,97.73407043,1,4,1,2012,0,292.5
18-01-12,7.8,-2,0.6,9.8,1015.6,1015.6,1015.6,0,83,43,68,40,0.5,0,9.669917702,34.37217547,44.04208879,42.9356553,4.83811257,17.19729778,3.554546846,50.03261371,7.383772495,22.03540815,115.7608658,2,4,1,2012,0,225
19-01-12,8.5,-3.9,5.3,12.4,1009.5,1002.2,1005.9,7.3,78,51,64,27,2,0,6.495806467,21.66693559,28.16274688,39.18864764,2.934591108,9.788406851,3.335526651,45.17670165,3.835944271,12.72300014,78.99277435,3,4,1,2012,0,225
20-01-12,8.4,3.2,4.9,5.2,998.8,995,997.1,3.8,85,70,80,15,1.2,0,4.671207207,30.68352012,35.35472922,69.12030323,1.819354895,11.95070355,6.568648908,38.9482807,8.260362528,13.77005918,67.17230922,4,4,1,2012,0,225
23-01-12,12.5,1.5,7,11,999.3,997.3,998.3,2,95,63,83,32,1.6,6,7.516343641,22.47728121,29.99362497,32.17154493,2.30388506,6.889662691,2.990454173,30.65167281,2.216510928,9.193547788,56.25299535,0,5,1,2012,0,67.5
24-01-12,7.2,1.3,3.2,5.9,1002.3,998.2,1000.1,4.1,94,79,88,15,0.9,4.7,9.906307508,23.54982508,33.45612435,14.67560923,1.781933356,4.236111065,2.377255608,17.98786637,0.621675107,6.018042939,50.2456,1,5,1,2012,0,67.5
25-01-12,5.4,-0.8,2.1,6.2,1005.6,1003.6,1004.4,2,73,46,58,27,2.5,0,9.80844314,21.42229118,31.23073203,7.128333786,1.671366858,3.650376212,2.184066409,17.04008306,0.260211001,5.32174268,48.86703522,2,5,1,2012,0,22.5
26-01-12,4.2,-3.2,-0.8,7.4,1008.7,1006.3,1007.2,2.4,79,38,60,41,1.3,0,6.582763554,26.67027779,33.25304477,49.93551034,2.201254066,8.91845149,4.051532091,33.43966479,4.453474266,11.1197067,51.31465532,3,5,1,2012,0,0
27-01-12,3.6,-6.4,-2.6,10,1013.7,1011.7,1012.6,2,90,51,75,39,0.3,0,1.600528807,26.74920595,28.34973894,87.86327037,0.831542713,13.89734892,16.71273009,51.95424845,12.21066525,14.7288938,39.47868571,4,5,1,2012,0,337.5
30-01-12,0.8,-5.1,-2.7,5.9,1015.5,1013.6,1014.4,1.9,86,60,74,26,2.4,0,2.813392459,21.7256742,24.53906711,73.73326254,1.592075638,12.29438022,7.72223375,56.58917699,9.065047649,13.88645612,33.60909699,0,6,1,2012,0,67.5
31-01-12,-2.4,-8,-4.9,5.6,1013,1011.1,1011.9,1.9,71,50,63,21,2.5,0,2.864798369,21.73012328,24.59491992,73.25879661,1.256012302,9.527128488,7.585219091,43.84295646,6.979459682,10.78314003,22.49088762,1,6,1,2012,0,67.5
01-02-12,-0.9,-5.5,-3.2,4.6,1009.1,1007.5,1008.2,1.6,63,44,54,19,4.1,0,4.366884461,25.05455391,29.42143658,64.64636258,1.802508253,10.34170714,5.737397939,41.27675622,6.685537494,12.14421465,39.16166273,2,6,2,2012,0,67.5
02-02-12,-2.8,-7.2,-6.2,4.4,1012,1009.1,1010.6,2.9,66,45,54,21,3.8,0,2.90281059,28.38610644,31.28891703,79.25745942,1.292927404,12.64332404,9.778835223,44.54053628,10.02077742,13.93625144,28.39609536,3,6,2,2012,0,22.5
03-02-12,-6.5,-9.9,-9,3.4,1012.5,1011.7,1012,0.8,80,62,72,18,5.2,4.1,1.985440199,30.51326537,32.4986945,86.80172414,0.772692552,11.87513626,15.36851394,38.91794639,10.30782302,12.6478245,37.20753208,4,6,2,2012,0,45
06-02-12,-8.3,-10.4,-9.2,2.1,1013.4,1009.5,1011.3,3.9,86,61,69,25,3.1,7.9,2.893435511,30.07399804,32.96743355,80.48485795,1.320620091,13.72635605,10.3938719,45.64193971,11.04763817,15.04697614,68.56430833,0,7,2,2012,0,45
07-02-12,-6.1,-10.4,-7.2,4.3,1011.9,1006.9,1008.7,5,78,69,72,9,3.8,1.4,2.535471622,28.82113822,31.35661123,82.1558156,1.627977377,18.5054964,11.3671705,64.20806931,15.2033415,20.13347467,44.15065581,1,7,2,2012,0,45
08-02-12,-3.1,-12.6,-9.6,9.5,1017.9,1016.3,1017.3,1.6,73,60,68,13,1.8,0,1.992634607,35.21911006,37.21173354,88.52379314,2.1799217,38.52934301,17.67464538,109.3989682,34.10763591,40.70925253,74.86927152,2,7,2,2012,0,45
09-02-12,-5.1,-17.1,-10.9,12,1014.8,1011.5,1012.7,3.3,84,54,72,30,0.2,0,2.541699066,31.21993173,33.76161873,83.48641916,2.895946369,35.5711851,12.28309525,113.9374212,29.69710869,38.46711773,38.65046154,3,7,2,2012,0,225
10-02-12,-5,-12.4,-7,7.4,1016,1014.9,1015.6,1.1,81,67,72,14,3.1,2,1.23478332,31.72333126,32.95811009,92.10483802,0.799613936,20.54321384,25.69141545,64.7574294,18.92129384,21.34282488,34.6264207,4,7,2,2012,0,22.5
13-02-12,-2.1,-11.3,-6.4,9.2,1007.4,1002.8,1004.9,4.6,89,55,77,34,0.4,0,3.299182441,36.90487498,40.20405262,81.86691613,2.829599818,31.65209242,11.18606674,85.76669733,25.91259196,34.48168812,51.24056238,0,8,2,2012,0,292.5
14-02-12,1,-15.4,-8,16.4,1001.2,999.9,1000.6,1.3,87,51,75,36,0.6,0,4.758650996,28.80087509,33.55952609,66.48592421,2.561387749,15.50233641,6.052319263,53.82592149,10.30687164,18.06372416,78.12780768,1,8,2,2012,0,247.5
15-02-12,5.6,-8.5,1.3,14.1,993.1,985.2,989,7.9,77,46,61,31,1.4,0,6.622610896,19.4505332,26.0731441,30.9367829,3.006864186,8.831126062,2.936988675,45.40300243,2.732066298,11.83799025,61.3258254,2,8,2,2012,0,225
16-02-12,6.4,-5.3,-2.2,11.7,1006.4,995.7,1001,10.7,89,33,66,56,2,0,9.434681908,25.60098178,35.03566368,25.24853325,2.884317931,7.826588275,2.713497077,30.57143801,1.976098743,10.71090621,50.77450105,3,8,2,2012,0,337.5
17-02-12,8.8,-9.6,0.2,18.4,1006.2,1002.8,1004.1,3.4,86,45,69,41,0.6,0,2.864172187,27.82710783,30.6912858,79.12242133,1.78368855,17.3295774,9.715584824,62.27588404,13.71158125,19.11326956,72.41298028,4,8,2,2012,0,180
20-02-12,5.8,1.3,2.8,4.5,1018.1,1013,1015.5,5.1,93,72,81,21,0.4,0.3,8.466655717,17.19213515,25.65879178,58.10932549,1.926602273,3.912100334,2.03056977,22.75517438,8.559161815,5.838702813,62.18514851,0,9,2,2012,0,45
21-02-12,6.9,0.6,2.2,6.3,1018,1016.2,1016.8,1.8,81,40,64,41,0.5,0,7.63655413,24.62463683,32.26119096,37.09622965,2.847981229,9.183527315,3.224574383,37.29406196,3.406742383,12.03150854,35.21373631,1,9,2,2012,0,22.5
22-02-12,8.7,-3.7,1.1,12.4,1016.8,1014.6,1015.8,2.2,92,45,74,47,0,0,6.411171032,28.05022333,34.46139436,53.63928598,3.553521579,15.54740521,4.37521058,55.42702825,8.339517142,19.10092679,61.4388245,2,9,2,2012,0,247.5
23-02-12,8.5,-4.3,3.1,12.8,1011.1,1007.5,1008.7,3.6,94,47,73,47,0.5,0,3.980319386,29.94799113,33.92831051,73.04127785,3.063623287,23.050754,7.5240171,76.96928285,16.83656527,26.11437729,85.79242795,3,9,2,2012,0,225
24-02-12,17.1,0.6,6.6,16.5,1008.7,1005,1006.7,3.7,88,37,67,51,0.7,0,4.753036289,30.06832031,34.82135089,67.93649178,1.854858985,11.73407706,6.326128915,39.02471752,7.971720299,13.58893382,52.52949091,4,9,2,2012,0,225
27-02-12,8.2,-0.4,2.7,8.6,1008.6,1007,1007.8,1.6,65,36,52,29,2,0,7.712156276,25.88927176,33.60142803,39.57661329,2.589334526,8.692249328,3.356943354,33.57471546,3.440097902,11.28158385,38.97827886,0,10,2,2012,0,67.5
28-02-12,10.6,-1.1,5.1,11.7,1007.8,1000.4,1004.1,7.4,78,39,64,39,0.8,0,10.14470408,25.66666977,35.81137385,19.82869792,3.384308531,8.562490215,2.530056033,33.36034746,1.697830319,11.94679875,63.71349278,1,10,2,2012,0,225
29-02-12,18.3,5,13,13.3,1005.4,999.4,1002.2,6,62,43,50,19,0.3,0,12.20763794,24.7617148,36.96934612,34.21055217,3.651523888,7.406673878,2.028378865,29.91179706,3.974383788,11.05819579,60.58859856,2,10,2,2012,0,202.5
01-03-12,13.8,6.2,8.4,7.6,1010.5,1009,1009.6,1.5,90,70,80,20,0.2,0,7.250807167,28.60936096,35.86016813,48.59240642,3.260280233,12.86402078,3.945679468,44.96437649,6.250937257,16.12430101,60.40262372,3,10,3,2012,1,337.5
02-03-12,20.5,1.1,10.6,19.4,1008.1,1006.1,1007,2,97,44,73,53,0.7,0,3.080854857,25.39686959,28.47770658,75.39405061,1.108238399,9.135706613,8.243448902,35.9717822,6.887779268,10.24393858,41.82074372,4,10,3,2012,1,247.5
05-03-12,11,2.5,6.6,8.5,1005.4,1003.1,1004,2.3,62,39,48,23,3.1,0,6.433243931,27.66712525,34.10036842,52.83551903,1.886825112,8.114572875,4.300649181,29.32929534,4.287376695,10.00139777,38.48599149,0,11,3,2012,1,67.5
06-03-12,10.1,-2.4,4.2,12.5,1011,1007.6,1008.9,3.4,75,31,50,44,2.4,0,4.582318111,21.98419109,26.56650742,57.72108617,1.683131477,8.075014248,4.79761347,36.73100463,4.660985933,9.75814507,29.51902644,1,11,3,2012,1,45
07-03-12,7.5,-2.8,0.7,10.3,1014.4,1008.4,1011.6,6,68,34,54,34,0.8,0,3.108662192,25.21362676,28.32228801,74.99152047,1.440099207,11.68030544,8.11076444,46.32536823,8.759238647,13.12040421,38.60977684,2,11,3,2012,1,67.5
08-03-12,10.6,-2.8,5.6,13.4,1011.1,1005.1,1007.3,6,67,33,46,34,1.5,0,2.920968987,24.1972137,27.11818189,75.51440496,1.579144653,13.08158382,8.28396803,54.06235601,9.878480179,14.66072804,38.97827886,3,11,3,2012,1,45
09-03-12,11.5,1.2,4.1,10.3,1021.4,1018.2,1019.6,3.2,80,36,62,44,1.8,0,3.314160589,18.90612505,22.22027707,64.44341041,1.11807577,6.378230551,5.704649653,33.73631844,4.110349291,7.496303431,41.87133333,4,11,3,2012,1,45
12-03-12,9.7,5.2,6.2,4.5,1008,1006.3,1007.1,1.7,94,67,85,27,0.3,2.8,7.547373775,18.72280727,26.27018104,18.23377107,2.170657413,5.384760526,2.480704921,28.76043346,0.981844907,7.555417938,65.20660299,0,12,3,2012,1,135
13-03-12,12.1,4.6,6.9,7.5,1011.5,1010.9,1011.3,0.6,91,73,84,18,0.3,0,7.528787586,20.03089756,27.55968515,23.76161094,3.239707702,8.619482536,2.660574141,43.03093513,2.048127905,11.85919024,74.58652744,1,12,3,2012,1,0
14-03-12,13.5,1.2,6.8,12.3,1012,1011.3,1011.6,0.7,94,58,78,36,0.4,0,4.648872945,19.94907898,24.5979496,52.73127328,1.750532992,7.511825196,4.291164593,37.65499752,3.961081072,9.262357314,57.45667646,2,12,3,2012,1,90
15-03-12,13.9,1.5,6.8,12.4,1015,1013.7,1014.3,1.3,88,50,73,38,0.9,0,4.361234724,24.02660553,28.38784026,63.18149758,2.570997757,14.16395879,5.509129192,58.95114386,8.949001282,16.73495655,51.815775,3,12,3,2012,1,247.5
16-03-12,21.1,-0.6,9,21.7,1013.8,1009,1011.2,4.8,95,32,64,63,0.7,0,6.039223879,18.90740708,24.9466262,35.21145431,1.838343257,5.755425699,3.130767705,30.44005809,2.02656909,7.593767507,51.65829627,4,12,3,2012,1,202.5
19-03-12,20.6,4.2,13,16.4,1012.7,1006.9,1009.2,5.8,89,34,61,55,0.6,0,6.542466654,19.36198789,25.90445754,31.46054443,1.297743858,3.840585239,2.959432415,19.83569694,1.208269026,5.138329693,50.2456,0,13,3,2012,1,315
20-03-12,17.6,8.8,11.3,8.8,1018.7,1017.9,1018.2,0.8,66,38,53,28,0.7,0,5.69987817,19.09172082,24.79159666,39.44227177,2.299770206,7.703071791,3.349496297,40.34770811,3.03826651,10.00284106,55.95532727,1,13,3,2012,1,0
21-03-12,19.7,5.6,11.3,14.1,1019.3,1016.6,1017.8,2.7,78,36,59,42,0.6,0,6.354860787,19.44790903,25.80276982,57.0910419,2.474365347,7.572350333,3.060320231,38.93657832,4.323133702,10.04671568,48.31307692,2,13,3,2012,1,180
22-03-12,20.4,5.4,12.3,15,1016.7,1012.6,1014.4,4.1,77,35,55,42,0.7,0,7.890879402,22.57845149,30.46933089,54.10703727,3.474664587,9.942180308,2.861335263,44.03393347,5.379419204,13.41684489,49.72220833,3,13,3,2012,1,202.5
23-03-12,23,3.4,12.8,19.6,1011,1007.4,1008.9,3.6,78,23,53,55,0.2,0,4.522538283,22.67965319,27.2021832,73.8145112,1.580443471,7.925617775,5.014806237,34.94593903,5.85025602,9.506058356,50.42006389,4,13,3,2012,1,292.5
26-03-12,18,6.7,11.4,11.3,1013.9,1012.6,1013.1,1.3,46,22,37,24,1.5,0,8.10573329,17.2772627,25.38299951,38.39269438,1.85147012,3.946383937,2.1314867,22.84148829,1.515123124,5.797854859,63.7843407,0,14,3,2012,1,0
27-03-12,19.2,1.5,10.2,17.7,1014.3,1008,1011,6.3,51,24,42,27,0.5,0,6.837734928,18.00254428,24.84027908,50.12381631,2.623951783,6.908400027,2.632822779,38.37457595,3.462753739,9.532351761,46.97679782,1,14,3,2012,1,22.5
28-03-12,20.3,5.8,12.6,14.5,1011.3,1005.2,1008.4,6.1,74,39,60,35,0.9,0,5.906179274,18.61213669,24.51831585,58.32983362,2.890972483,9.110318621,3.151298974,48.9482684,5.314033694,12.00129105,66.74862116,2,14,3,2012,1,225
29-03-12,23.9,4.2,15.6,19.7,1001.9,993.9,997.2,8,84,27,53,57,1.1,0.2,5.159507775,14.32795751,19.48746729,52.71331939,1.520028597,4.221120717,2.777000857,29.46072888,2.225092845,5.741149905,63.92437733,3,14,3,2012,1,315
30-03-12,16.1,8,10.6,8.1,994.7,994.3,994.6,0.4,75,48,64,27,0.5,0,6.717113272,25.56854222,32.28565541,65.50218834,1.329031411,5.058928497,3.806477751,19.78575256,3.313708872,6.38795989,22.81961132,4,14,3,2012,1,45
02-04-12,19.9,-2,11.7,21.9,999.3,0,996.5,999.3,65,27,42,38,1.7,0,7.952470093,19.96703485,27.9195115,47.69980464,1.472100673,3.69614536,2.510796598,18.51123808,1.763054116,5.168247246,20.80878384,0,15,4,2012,1,225
03-04-12,20,9.1,14.8,10.9,994.8,0,994.4,994.8,66,40,51,26,2.5,0,9.452783103,21.37765906,30.83044485,41.93500552,2.148834214,4.859631783,2.261520108,22.73229154,2.037886856,7.008466609,60.40162553,1,15,4,2012,1,225
04-04-12,23,7.1,17.2,15.9,994.4,0,993.8,994.4,86,39,60,47,1.1,0,6.674490248,12.19450797,18.86899809,28.12652161,2.640194764,4.823720599,1.827032106,39.55650043,1.356744816,7.46391531,58.81591973,2,15,4,2012,1,225
05-04-12,23.5,7.7,15.6,15.8,995.3,0,994.1,995.3,94,45,77,49,0.7,10.7,3.434219929,8.543899081,11.97811999,47.21787914,1.38798545,3.453129927,2.487871848,40.4163239,1.630494715,4.841115772,29.81773845,3,15,4,2012,1,315
06-04-12,17.4,12.1,13.9,5.3,991.9,0,991.5,991.9,95,75,87,20,0.9,3.7,3.3590713,22.88126186,26.24033309,80.72234988,0.618769269,4.214921451,6.81178213,18.42084356,3.402383641,4.833690708,30.398588,4,15,4,2012,1,90
09-04-12,9.9,0.7,3.8,9.2,999.3,0,998,999.3,71,28,48,43,1,0,5.121975087,22.42780981,27.54978544,69.7897223,0.934682665,4.103214447,5.001733066,18.29261541,2.875834479,5.037897211,36.44692992,0,16,4,2012,1,22.5
10-04-12,16.6,-2.3,10.1,18.9,998.2,0,995.1,998.2,70,31,48,39,0.3,0,6.884878874,21.97435776,28.85923779,58.85709473,1.250596061,3.991507443,3.191684002,18.16438727,2.349285316,5.242103714,42.49527185,1,16,4,2012,1,157.5
11-04-12,17.2,7.6,12.3,9.6,989.6,0,987,989.6,87,51,64,36,1.4,6.2,7.360216782,17.13912931,24.49935214,43.60810447,1.377145155,3.206844255,2.328617461,18.71066024,1.398443993,4.583990542,42.45187175,2,16,4,2012,1,225
12-04-12,16.9,7.9,10.4,9,990.2,0,988.7,990.2,85,67,73,18,0.9,0.4,9.93704623,19.63983027,29.5768765,33.55926586,2.367822621,4.6798247,1.97642537,23.82823392,1.570514813,7.04764732,47.47040698,3,16,4,2012,1,247.5
13-04-12,15.6,3.2,10.6,12.4,989.5,0,987.3,989.5,89,52,72,37,0.4,1.3,2.354119432,20.63737914,22.99149942,85.02079405,0.593776542,5.205339821,8.766496237,25.22287247,4.425621249,5.799116576,48.24269633,4,16,4,2012,1,315
16-04-12,15,9.4,11.1,5.6,993.7,0,990.9,993.7,95,55,74,40,2.2,0,6.534561265,20.26788852,26.80244978,57.66273784,0.814187475,2.525320415,3.101644884,12.4597114,1.456168891,3.33950789,37.55357886,0,17,4,2012,1,22.5
17-04-12,10.5,7.2,8.8,3.3,995.9,0,994.6,995.9,60,45,53,15,2.9,0,5.197895574,15.8071875,21.00507795,56.81948794,1.364947021,4.150905532,3.041074464,26.25960837,2.358523268,5.51585121,44.84284731,1,17,4,2012,1,22.5
18-04-12,14.4,6.5,10.2,7.9,988.7,0,986.1,988.7,72,44,62,28,0.5,0,4.617282891,18.61811971,23.23540677,67.43391831,1.553656597,6.264758993,4.032267493,33.64872012,4.224572462,7.818416994,38.16733077,2,17,4,2012,1,157.5
19-04-12,17.8,5.1,12.1,12.7,983.4,0,982.7,983.4,88,43,63,45,2.1,0,15.66874286,25.4814303,41.15016732,19.25322341,1.898534491,3.087508342,1.626258758,12.11669952,0.594444879,4.986042126,51.95851818,3,17,4,2012,1,225
20-04-12,18.5,3.6,12.2,14.9,986.3,0,984,986.3,80,45,66,35,1.2,0,14.55374518,19.11127268,33.66501786,40.45903873,2.018659906,2.650806336,1.313151526,13.870381,1.902667919,4.669466242,41.64760652,4,17,4,2012,1,247.5
23-04-12,12.2,3.5,9.1,8.7,997.7,0,995.5,997.7,94,74,83,20,0.3,0.4,6.74603934,23.10822518,29.8542664,61.66485404,1.520092891,5.207003258,3.4254507,22.53311631,3.210890959,6.727096573,56.72560618,0,18,4,2012,1,135
24-04-12,19.5,5.2,11.8,14.3,991.3,0,988.7,991.3,100,42,78,58,1.2,4.3,9.824325753,21.31482717,31.13915409,39.47486297,1.876833637,4.071972531,2.169596948,19.10394346,1.607405576,5.948806392,70.23578495,1,18,4,2012,1,180
25-04-12,20.7,8.7,14.1,12,998.5,0,996.7,998.5,94,45,63,49,1.8,0,16.35322334,28.25303439,44.60626627,23.99308378,1.689173424,2.918340553,1.727673732,10.32929955,0.700199894,4.607514861,171.0488511,2,18,4,2012,1,202.5
26-04-12,23.2,11,17.4,12.2,1002,0,1000.9,1002,62,34,48,28,2.9,0,6.202046431,13.47239209,19.67443077,39.54876998,1.181883051,2.567344836,2.172249473,19.05633995,1.015353304,3.749226409,93.1794163,3,18,4,2012,1,225
27-04-12,26.5,11.4,18.9,15.1,1003.7,0,1002.7,1003.7,69,36,50,33,0.8,0,5.996058416,17.52834831,23.52440673,55.0800046,1.55050066,4.532596872,2.923311799,25.85866501,2.496554566,6.083097532,67.95870855,4,18,4,2012,1,225
30-04-12,28.6,10.7,20.6,17.9,1001.4,0,1000.2,1001.4,62,29,50,33,0.8,0,5.934166355,20.44628515,26.3804515,61.88813985,1.366112341,4.706966539,3.445519375,23.0211332,2.913054034,6.07307888,35.56990495,0,19,4,2012,1,157.5
01-05-12,29,11,21.3,18,1001.4,0,999.7,1001.4,69,27,49,42,0.9,0.3,6.141546902,17.96176243,24.10330563,54.01063761,1.411337791,4.128868058,2.941645857,22.981506,2.275567685,5.540204999,41.52015596,1,19,5,2012,1,90
02-05-12,29.3,13.8,23.1,15.5,998.9,0,997.3,998.9,59,34,47,25,0.1,0.1,6.34892745,15.47723972,21.82615976,46.13313537,1.45656324,3.550769576,2.437772339,22.94187879,1.638081335,5.007331117,47.47040698,2,19,5,2012,1,292.5
03-05-12,25.6,14,20.4,11.6,994.2,0,992.8,994.2,59,40,49,19,0.9,8.5,7.782939351,16.57904353,24.36198291,38.35483533,1.752971972,3.734141731,2.130177659,22.52326393,1.432223912,5.487113709,40.42405244,3,19,5,2012,1,157.5
04-05-12,22.9,12.8,16.9,10.1,993.4,0,993.1,993.4,93,48,76,45,0.6,21,7.665534703,16.63024721,24.29578193,39.47168396,1.058861505,2.297182032,2.169482999,13.81327651,0.906736432,3.356043539,50.07085607,4,19,5,2012,1,90
07-05-12,18.1,12.1,13.3,6,1003.1,0,1001,1003.1,96,72,86,24,1.6,14,17.49329665,29.39306069,46.88635304,21.84771289,1.886177338,3.169243972,1.680247085,10.78228636,0.692407324,5.055420847,63.02622164,0,20,5,2012,1,22.5
08-05-12,22.3,7.5,15.7,14.8,1004.1,0,1003.1,1004.1,80,43,66,37,0.1,0,14.77579691,31.47424762,46.25004459,38.3532198,1.790977535,3.815000354,2.130121835,12.12102161,1.463175471,5.605977897,52.73870229,1,20,5,2012,1,225
09-05-12,24.2,10,17.4,14.2,1005,0,1004.2,1005,73,43,62,30,0.8,0,8.432144557,22.21529833,30.64744496,50.15739459,1.785187461,4.703248594,2.634596476,21.17121509,2.359026955,6.488436493,71.7200331,2,20,5,2012,1,112.5
